English	Context	Foreign	Transliteration	Tip	Sources	Debug
easier	lexeme	أَسْهَل	2aashal	-	Duo	-
factory	lexeme	مَصْنَع	maSna3	-	Duo	-
more difficult	lexeme	أَصْعَب	2aaS3ab	-	Duo	-
you wake up	lexeme	تَصْحين	taSHiin	-	Duo	-
you wake up	lexeme	تَصْحون	taSHuun	-	Duo	-
I understand; understand	lexeme	أَفْهَم	2aafham	-	Duo	-
I wake up	lexeme	أَصْحو	2aaSHuu	-	Duo	-
early	lexeme	مُبَكِّراً	mubakiraaan	-	Duo	-
quickly	lexeme	بِسُرْعة	bisur3t	-	Duo	-
breakfast	lexeme	فُطور	fuTuur	-	Duo	-
eat; have; I eat	lexeme	أَتَناوَل	2aatanaawal	-	Duo	-
ready	lexeme	جاهِز	jaahiz	-	Duo	-
I get dressed	lexeme	أَلْبَس	2aalbas	-	Duo	-
I brush	lexeme	أُفَرِّش	2aufarish	-	Duo	-
teeth	lexeme	أَسْنان	2aasnaan	-	Duo	-
sometimes	lexeme	أَحْياناً	2aaHiiaanaaan	-	Duo	-
you are not	lexeme	لَسْتَ	lasta	-	Duo	-
I write	lexeme	أَكْتُب	2aaktub	-	Duo	-
lunch	lexeme	غَداء	ghadaa2	-	Duo	-
dinner	lexeme	عَشاء	3ashaa2	-	Duo	-
together	lexeme	مَعاً	ma3aaan	-	Duo	-
late	lexeme	في ساعة مُتَأَخِّرة	fii saa3t muta2aakhirt	-	Duo	-
I watch	lexeme	أُشاهِد	2aushaahid	-	Duo	-
I read	lexeme	أَقْرَأ	2aaqra2a	-	Duo	-
I listen	lexeme	أَسْتَمِع	2aastami3	-	Duo	-
I shower	lexeme	أَسْتَحِمّ	2aastaHim	-	Duo	-
or	lexeme	أَو	2aauu	-	Duo	-
music	lexeme	موسيقى	muusiiqaa/	-	Duo	-
a jacket; jacket	lexeme	سُتْرة	sutrt	-	Duo	-
I help	lexeme	أُساعِد	2ausaa3id	-	Duo	-
I need	lexeme	أَحْتاج إِلى	2aaHtaaj 2iilaa/	-	Duo	-
shirt	lexeme	قَميص	qamiiS	-	Duo	-
of course	lexeme	طَبْعاً	Tab3aaan	-	Duo	-
belt	lexeme	حِزام	Hizaam	-	Duo	-
color	lexeme	لَوْن	lauun	-	Duo	-
pink	lexeme	وَرْدِيّ	wardii	-	Duo	-
Laila	lexeme	لَيْلى	laiilaa/	-	Duo	-
cotton; a pair of pants; pants	lexeme	بِنْطال	binTaal	-	Duo	-
a pair of shoes; shoes	lexeme	حِذاء	Hidhaa2	-	Duo	-
exactly	lexeme	بِٱلْضَّبْط	bilDabT	-	Duo	-
sleeves	lexeme	كُمّ	kum	-	Duo	-
wool	lexeme	صوف	Suuf	-	Duo	-
glasses	lexeme	نَظّارات	naẓaaraat	-	Duo	-
socks	lexeme	جَوارِب	jawaarib	-	Duo	-
clothes	lexeme	مَلابِس	malaabis	-	Duo	-
gloves	lexeme	قُفّازات	qufaazaat	-	Duo	-
a suit	lexeme	بَدْلة	badlt	-	Duo	-
shirts	lexeme	قُمْصان	qumSaan	-	Duo	-
coats	lexeme	مَعاطِف	ma3aaTif	-	Duo	-
dress	lexeme	فُسْتان	fustaan	-	Duo	-
suits	lexeme	بَدَلات	badalaat	-	Duo	-
dresses	lexeme	فَساتين	fasaatiin	-	Duo	-
enough	lexeme	كافي	kaafii	-	Duo	-
I plan; I am planning	lexeme	أُخَطِّط	2aukhaTiT	-	Duo	-
trip; a trip	lexeme	رِحْلة	riHlt	-	Duo	-
Asia	lexeme	آسْيا	aasiiaa	-	Duo	-
Europe	lexeme	أوروبّا	2auuruubaa	-	Duo	-
a passport; passport	lexeme	جَواز سَفَر	jawaaz safar	-	Duo	-
I see; see	lexeme	أَرى	2aaraa/	-	Duo	-
I travel; travel	lexeme	أُسافِر	2ausaafir	-	Duo	-
obtain	lexeme	أَحْصُل	2aaHSul	-	Duo	-
will not	lexeme	لَنْ	lan	-	Duo	-
countries	lexeme	بِلاد	bilaad	-	Duo	-
find; I find	lexeme	أَجِد	2aajid	-	Duo	-
awesome; stunning	lexeme	رائِع	raai2i3	-	Duo	-
an apartment; apartment; apartments	lexeme	شَقّة	shaqt	-	Duo	-
houses	lexeme	بُيوت	buiiuut	-	Duo	-
views	lexeme	مَناظِر	manaaẓir	-	Duo	-
Malta	lexeme	مالْطا	maalTaa	-	Duo	-
activities	lexeme	أَنْشِطة	2aanshiTt	-	Duo	-
I hope	lexeme	أَتَمَنّى	2aatamanaa/	-	Duo	-
activity; activities	lexeme	نَشاط	nashaaT	-	Duo	-
idea	lexeme	فِكْرة	fikrt	-	Duo	-
sites	lexeme	مَواقِع	mawaaqi3	-	Duo	-
site	lexeme	مَوْقِع	mauuqi3	-	Duo	-
