English	Foreign	Transliteration	Context
Do you have 5 dinar for the tomatoes?	هَل عِنْدَك ٥ دَنانير لِلْبَنَدورة؟	-	Buy food
We will become richer, God willing.	سَنُصْبِح أَغْنى إِنْ شاءَ ٱلله.	-	Describe your ideal job
What do you all want to be, guys?	ماذا تُريدون أَنْ تَكونوا يا شَباب؟	-	Describe your ideal job
The work is good but I want another salary.	اَلْعَمَل جَيِّد لٰكِنّ أُريد راتِباً آخَر.	-	Describe your ideal job
I want to be richer than my father.	أُريد أَنْ أَكون أَغْنى مِن أَبي.	-	Describe your ideal job
There is more cash in the other office.	هُناك نُقود أَكْثَر في ٱلْمَكْتَب اَلْآخَر.	-	Describe your ideal job
I will be richer in a richer economy, God willing.	سَأَكون أَغْنى في ٱقْتِصاد أَغْنى إِنْ شاءَ ٱلله.	-	Describe your ideal job
No, I do not want to immigrate.	لا، لا أُريد اَلْهِجْرة.	-	Describe your ideal job
Because the salary is high.	لِأَنَّ ٱلْرّاتِب عالي.	-	Describe your ideal job
We like our salary, praise be to God.	نُحِبّ راتِبنا اَلْحَمْدُ لِله.	-	Describe your ideal job
Do you prefer the other office?	هَل تُفَضِّل اَلْمَكْتَب اَلْآخَر؟	-	Describe your ideal job
She is not poor.	هِيَّ لَيْسَت فَقيرة.	-	Describe your ideal job
You want to be a professor, correct?	تُريدين أَنْ تَكوني أُسْتاذة صَحيح؟	-	Describe your ideal job
music	موسيقى	-	Talk about daily life
She brushes her teeth sometimes.	تُفَرِّش أَسْنانها أَحْياناً.	-	Talk about daily life
I go to sleep or I read.	أَنام أَو أَقْرَأ.	-	Talk about daily life
My son likes to wake up late.	اِبْني يُحِبّ أَنْ يَصْحو في ساعة مُتَأَخِّرة.	-	Talk about daily life
I want to wake up late every day.	أُريد أَنْ أَصْحو في ساعة مُتَأَخِّرة كُلّ يَوْم.	-	Talk about daily life
We eat a light dinner late.	نَتَناوَل عَشاء خَفيفاً في ساعة مُتَأَخِّرة.	-	Talk about daily life
They brush their teeth sometimes.	يُفَرِّشون أَسْنانهُم أَحْياناً.	-	Talk about daily life
What do you do after that?	ماذا تَفْعَلين بَعْد ذٰلِك؟	-	Talk about daily life
We shower every day in the summer.	نَسْتَحِمّ كُلّ يَوْم في ٱلْصَّيْف.	-	Talk about daily life
I do not like to wake up early on the weekend.	لا أُحِبّ أَنْ أَصْحو مُبَكِّراً في نِهاية اَلْأُسْبوع.	-	Talk about daily life
We wake up early every morning.	نَحْنُ نَصْحو مُبَكِّراً كُلّ صَباح.	-	Talk about daily life
In the evening, I watch TV or I go to sleep early.	في ٱلْمَساء أُشاهِد اَلْتِّلْفاز أَو أَنام مُبَكِّراً.	-	Talk about daily life
We can eat together.	مِن اَلْمُمْكِن أَنْ نَأْكُل مَعاً.	-	Talk about daily life
I do not eat quickly because eating takes time.	لا آكُل بِسُرْعة لِأَنَّ اَلْأَكْل يَأْخُذ وَقْتاً.	-	Talk about daily life
after that, we eat breakfast together.	بَعْد ذٰلِك نَتَناوَل اَلْفُطور مَعاً.	-	Talk about daily life
We cannot eat together.	لَيْسَ مِن اَلْمُمْكِن أَنْ نَأْكُل مَعاً.	-	Talk about daily life
He usually showers before sleep.	يَسْتَحِمّ قَبْل اَلْنَّوْم عادةً.	-	Talk about daily life
I work quickly.	أَعْمَل بِسُرْعة.	-	Talk about daily life
Are you ready?	هل أنت جاهز؟	-	Talk about daily life
You are not ready now, correct?	لَسْتَ جاهِزاً اَلْآن صَحيح؟	-	Talk about daily life
We want a pretty scarf for Laila.	نُريد وِشاحاً جَميلاً لِلَيْلى.	-	Discuss clothing
gloves	قُفّازات	-	Discuss clothing
My husband needs a new suit.	زَوْجي يَحْتاج إِلى بَدْلة جَديدة.	-	Discuss clothing
shoes	حِذاء	-	Discuss clothing
Can you help me?	هَل مِن اَلْمُمْكِن أَنْ تُساعِدني؟	-	Discuss clothing
shirts	قُمْصان	-	Discuss clothing
Excuse me, can you help me?	عَفْواً هَل مِن اَلْمُمْكِن أَنْ تُساعِدني؟	-	Discuss clothing
Do you have wool socks?	هَل عِنْدِك جَوارِب مِن اَلْصّوف؟	-	Discuss clothing
Can you help me?	هل يمكنك أن تساعدني؟	-	Discuss clothing
Do you prefer these hats?	هَل تُفَضِّل هٰذِهِ ٱلْقُبَّعات؟	-	Discuss clothing
You do not need a new dress.	لا تَحْتاجين إِلى فُسْتان جَديد.	-	Discuss clothing
No one needs all these hats.	لا أَحَد يَحْتاج إِلى كُلّ هٰذِهِ ٱلْقُبَّعات.	-	Discuss clothing
No one needs all these suits.	لا أَحَد يَحْتاج إِلى كُلّ هٰذِهِ ٱلْبَدَلات.	-	Discuss clothing
Do you have cheap coats?	هَل عِنْدكُم مَعاطِف رَخيصة؟	-	Discuss clothing
They have expensive suits.	عِنْدهُم بَدَلات غالْية.	-	Discuss clothing
Is there a blouse with long sleeves?	هَل هُناك بَلوزة بِكُمّ طَويل؟	-	Discuss clothing
These gloves are small.	هٰذِهِ ٱلْقُفّازات صَغيرة.	-	Discuss clothing
airplane	طَيّارة	-	Plan activities
passport	جَواز سَفَر	-	Plan activities
This activity will be good for my father.	هٰذا ٱلْنَّشاط سَيَكون جَيِّداً لِأَبي.	-	Plan activities
We will rent a big apartment together.	سَنَسْتَأْجِر شَقّة كَبيرة مَعاً.	-	Plan activities
This site is very famous.	هٰذا ٱلْمَوْقِع مَشْهور جِدّاً.	-	Plan activities
Where do you want to go?	إِلى أَيْن تُريدين أَنْ تَذْهَبي؟	-	Plan activities
Are there other countries?	هَل هُناك بِلاد أُخْرى؟	-	Plan activities
How do you obtain cash in Cuba?	كَيْف تَحْصُلين عَلى ٱلْنُّقود في كوبا؟	-	Plan activities
In the world there are a lot of stunning countries, my son.	في ٱلْعالَم بِلاد رائِعة كَثيرة يا ٱبْني.	-	Plan activities
I will not travel to a lot of countries this year.	لَنْ أُسافِر إِلى بِلاد كَثيرة هٰذِهِ ٱلْسَّنة.	-	Plan activities
I do not want a short trip.	لا أُريد رِحْلة قَصيرة.	-	Plan activities
Do you want to take the plane?	هَل تُريدون أَنْ تَأْخُذوا ٱلْطَّيّارة؟	-	Plan activities
He wants to travel to more countries.	يُريد اَلْسَّفَر إِلى بِلاد أَكْثَر.	-	Plan activities
In Egypt, there are stunning views.	في مِصْر مَناظِر رائِعة.	-	Plan activities
We will see.	سَنَرى.	-	Plan activities
We do not want to rent a car.	لا نُريد أَنْ نَسْتَأْجِر سَيّارة.	-	Plan activities
There are other activities.	هُناك أَنْشِطة أُخْرى.	-	Plan activities
