English	Foreign	Transliteration	Context
There are no tables in her store.	В её магазине нет столов.	-	Talk about quantities and belongings
There are a lot of schools in Moscow.	В Москве много школ.	-	Talk about quantities and belongings
many horses	много лошадей	-	Talk about quantities and belongings
without beds	без кроватей	-	Talk about quantities and belongings
five weeks	пять недель	-	Talk about quantities and belongings
I know many interesting people.	Я знаю много интересных людей.	-	Talk about quantities and belongings
T-shirt	футболка	-	Describe objects
a slow train	медленный поезд	-	Describe objects
a healthy boy	здоровый мальчик	-	Describe objects
couch	дива́н	-	Describe objects
Slow music is better.	Медленная музыка лучше.	-	Describe objects
sad	грустный	-	Describe objects
He is sleeping on the couch.	Он спит на диване.	-	Describe objects
a young squirrel	молодая белка	-	Describe objects
My father is the strongest.	Мой отец самый сильный.	-	Describe objects
There is very strong wind outside.	На улице очень сильный ветер.	-	Describe objects
I do not like playing soccer when there is strong wind.	Мне не нравится играть в футбол, когда сильный ветер.	-	Describe objects
young writer	молодой писатель	-	Describe objects
Mark is young; he is only twenty.	Марк молодой, ему только двадцать.	-	Describe objects
We know a lot of songs.	Мы знаем много песен.	-	Describe objects
Excuse me, where is the men's bathroom?	Извините, где мужской туалет?	-	Describe objects
masculine gender	мужской род	-	Describe objects
a bookstore	книжный магазин	-	Describe objects
I like slow songs.	Мне нравятся медленные песни.	-	Describe objects
red T-shirts	Красные футболки	-	Describe objects
Yes, that's the best result.	Да, это самый лучший результат.	-	Describe objects
The kitten bit my finger.	Котёнок укусил мой палец.	-	Talk about animals
Tigers live in Russia.	В России водятся тигры.	-	Talk about animals
Penguins do not live in America.	Пингвины не водятся в Америке.	-	Talk about animals
penguin	пингвин	-	Talk about animals
spider	паук	-	Talk about animals
Is it a mouse or a rat?	Это мышь или крыса?	-	Talk about animals
This rat is a well-known cook!	Эта крыса — известный повар!	-	Talk about animals
The puppy is playing with its tail.	Щенок играет со своим хвостом.	-	Talk about animals
Frogs eat insects.	Лягушки едят насекомых.	-	Talk about animals
farmer	фермер	-	Talk about animals
No, the shark did not bite me.	Нет, акула меня не укусила.	-	Talk about animals
The monkey bit me!	Обезьяна меня укусила!	-	Talk about animals
sheep	овца	-	Talk about animals
The black cat is hunting the butterfly.	Чёрный кот охотится на бабочку.	-	Talk about animals
My spider is very sad today.	Мой паук очень грустный сегодня.	-	Talk about animals
The boy is watching the butterfly.	Мальчик смотрит на бабочку.	-	Talk about animals
I have a rooster and two ducks.	У меня есть петух и две утки.	-	Talk about animals
The rooster is walking along the road.	Петух идёт по дороге.	-	Talk about animals
I like penguins and butterflies!	Я люблю пингвинов и бабочек!	-	Talk about animals
This ant is very big.	Этот муравей очень большой.	-	Talk about animals
Anton is feeding a seagull.	Антон кормит чайку.	-	Talk about animals
Alexandra is feeding her puppy.	Александра кормит своего щенка.	-	Talk about animals
Vanya is drawing a big tortoise.	Ваня рисует большую черепаху.	-	Talk about animals
Seagulls are eating fish.	Чайки едят рыбу.	-	Talk about animals
The kitten is hunting a spider.	Котёнок охотится на паука.	-	Talk about animals
a rectangular park	прямоугольный парк	-	Discuss mathematics
numbers	числа	-	Discuss mathematics
one green circle and two blue circles	один зелёный круг и два синих круга	-	Discuss mathematics
Twenty-three is a positive number.	Двадцать три — это положительное число.	-	Discuss mathematics
square	квадрат	-	Discuss mathematics
A square has four angles.	У квадрата четыре угла.	-	Discuss mathematics
What is bigger: a quarter or a third?	Что больше: четверть или треть?	-	Discuss mathematics
Can you find the area of this square?	Можешь найти площадь этого квадрата?	-	Discuss mathematics
an even number	чётное число	-	Discuss mathematics
circle	круг	-	Discuss mathematics
Four plus two equals six.	Четыре плюс два равно шесть.	-	Discuss mathematics
Five minus five equals zero.	Пять минус пять равно ноль.	-	Discuss mathematics
Fifteen divided by three equals five.	Пятнадцать разделить на три равно пять.	-	Discuss mathematics
How do I find the area of a circle?	Как найти площадь круга?	-	Discuss mathematics
triangle	треугольник	-	Discuss mathematics
Boris dances twice a day.	Борис танцует дважды в день.	-	Discuss mathematics
A circle and a square are shapes.	Круг и квадрат — это фигуры.	-	Discuss mathematics
Seven minus five equals two.	Семь минус пять равно два.	-	Discuss mathematics
zero percent	ноль процентов	-	Discuss mathematics
Vera bought a dozen mice.	Вера купила дюжину мышей.	-	Discuss mathematics
I like your new square bag.	Мне нравится твоя новая квадратная сумка.	-	Discuss mathematics
How much is twenty minus nine?	Сколько будет двадцать минус девять?	-	Discuss mathematics
nine and three-quarters	девять и три четверти	-	Discuss mathematics
Negative numbers are less than zero.	Отрицательные числа меньше нуля.	-	Discuss mathematics
This number is less than zero.	Это число меньше нуля.	-	Discuss mathematics
Speak louder, please.	Говорите громче, пожалуйста.	-	Talk about writing
I think that it is a lie.	Я думаю, что это ложь.	-	Talk about writing
Why are you whispering?	Почему ты шепчешь?	-	Talk about writing
A comma is not a letter.	Запятая — это не буква.	-	Talk about writing
This is a very funny comment.	Это очень смешной комментарий.	-	Talk about writing
Speak more quietly, it's a secret!	Говори тише, это секрет!	-	Talk about writing
No comments!	Без комментариев!	-	Talk about writing
Did you hear that sound?	Ты слышал этот звук?	-	Talk about writing
a long sentence	длинное предложение	-	Talk about writing
I already know the Russian alphabet.	Я уже знаю русский алфавит.	-	Talk about writing
What word has two soft signs?	В каком слове есть два мягких знака?	-	Talk about writing
the letters of the alphabet	буквы алфавита	-	Talk about writing
It's a secret!	Это секрет!	-	Talk about writing
How can I write a new comment?	Как написать новый комментарий?	-	Talk about writing
My child screams louder than yours.	Мой ребёнок кричит громче, чем твой.	-	Talk about writing
I have a big secret.	У меня есть большой секрет.	-	Talk about writing
Speak in Russian, please!	Говори по-русски, пожалуйста!	-	Talk about writing
The hard sign is a letter.	Твёрдый знак — буква.	-	Talk about writing
I don't like silly jokes.	Я не люблю глупые шутки.	-	Talk about writing
This word has two letters.	В этом слове две буквы.	-	Talk about writing
wrong	неправильно	-	Express how you feel
suit	костюм	-	Express how you feel
Yes, he is a great writer!	Да, он великий писатель!	-	Express how you feel
the blue hat	синяя шапка	-	Express how you feel
It's hot	жарко	-	Express how you feel
sick	болен	-	Express how you feel
It is clear without any words!	Это ясно без слов!	-	Express how you feel
It is clear that she does not know anything.	Ясно, что она ничего не знает.	-	Express how you feel
It is clear that my brother was not at school yesterday.	Ясно, что мой брат вчера не был в школе.	-	Express how you feel
Are you sure?	Вы уверены?	-	Express how you feel
I agree with you.	Я согласна с тобой.	-	Express how you feel
I am not feeling well.	Мне плохо.	-	Express how you feel
It is bad here; I want to go home.	Тут плохо, я хочу домой.	-	Express how you feel
The overcoat is a bit large for him.	Пальто ему немного велико.	-	Express how you feel
The blue suit is a little better, that's why I bought it.	Синий костюм немного лучше, поэтому я купила его.	-	Express how you feel
It looks like he is ready.	Похоже, он готов.	-	Express how you feel
That is unknown.	Это неизвестно.	-	Express how you feel
It is interesting at the university.	В университете интересно.	-	Express how you feel
Everything is ready.	Всё готово.	-	Express how you feel
Are you busy?	Вы заняты?	-	Express how you feel
the big shoes	большие туфли	-	Express how you feel
on Saturday	в субботу	-	Communicate at school
Chinese	китайский	-	Communicate at school
She learned to swim at school.	Она научилась плавать в школе.	-	Communicate at school
history	история	-	Communicate at school
Yesterday was Saturday.	Вчера была суббота.	-	Communicate at school
library	библиотека	-	Communicate at school
We have spare time after the classes.	У нас есть свободное время после занятий.	-	Communicate at school
The next lesson is already the eighth.	Следующий урок уже восьмой.	-	Communicate at school
Literature is my favorite subject.	Литература — мой любимый предмет.	-	Communicate at school
seventh grade	седьмой класс	-	Communicate at school
I do not have classes on Sunday.	У меня нет занятий в воскресенье.	-	Communicate at school
our class	наш класс	-	Communicate at school
Grandma is not one hundred years old yet.	Бабушке ещё нет ста лет.	-	Communicate at school
Biology is my favorite subject.	Биология — это мой любимый предмет.	-	Communicate at school
Vera prepared for the exam the whole evening.	Вера весь вечер готовилась к экзамену.	-	Communicate at school
one hundred and thirteen	сто тринадцать	-	Communicate at school
first grade	первый класс	-	Communicate at school
It is already the seventh lesson; I am tired!	Это уже седьмой урок, я устала!	-	Communicate at school
the seventh day of the week	седьмой день недели	-	Communicate at school
This library is very big.	Эта библиотека очень большая.	-	Communicate at school
Grandfather is one hundred and two years old.	Дедушке сто два года.	-	Communicate at school
This is our library.	Это наша библиотека.	-	Communicate at school
What do you like more, mathematics or literature?	Что тебе больше нравится, математика или литература?	-	Communicate at school
Which is more interesting, mathematics or Chinese?	Что интереснее, математика или китайский?	-	Communicate at school
The next lesson is history of Russia.	Следующий урок — история России.	-	Communicate at school
I got a B in mathematics.	Я получила четвёрку по математике.	-	Communicate at school
Our teacher says that everybody needs physics.	Наш учитель говорит, что физика всем нужна.	-	Communicate at school
Mark is looking for literature on mathematics.	Марк ищет литературу по математике.	-	Communicate at school
the fifth lesson	пятый урок	-	Communicate at school
This rule is very simple.	Это правило очень простое.	-	Communicate at school
This is a difficult question.	Это сложный вопрос.	-	Communicate at school
Read this text once again.	Прочитай этот текст ещё раз.	-	Communicate at school
They graduated from college.	Они окончили колледж.	-	Communicate at school
He is a simple person.	Он - простой человек.	-	Communicate at school
the second lesson	второй урок	-	Communicate at school
The second text is more difficult.	Второй текст более сложный.	-	Communicate at school
Tomorrow is the tenth of February.	Завтра десятое февраля.	-	Communicate at school
Chinese literature is on the second floor.	Китайская литература на втором этаже.	-	Communicate at school
This is a simple exercise.	Это простое упражнение.	-	Communicate at school
The next lesson is mathematics.	Следующий урок — математика.	-	Communicate at school
two lessons	два урока	-	Communicate at school
eight in the morning	восемь часов утра	-	Communicate at school
on Sunday	в воскресенье	-	Communicate at school
Vera graduated from the university.	Вера окончила университет.	-	Communicate at school
There are high mountains in Asia.	В Азии есть высокие горы.	-	Talk about countries
Japan	Япония	-	Talk about countries
Our guests arrived from Paris.	Наши гости приехали из Парижа.	-	Talk about countries
international news	международные новости	-	Talk about countries
map	карта	-	Talk about countries
Japanese	японский	-	Talk about countries
French	французский	-	Talk about countries
an international exhibition	международная выставка	-	Talk about countries
My girlfriend studies in Kazakhstan.	Моя девушка учится в Казахстане.	-	Talk about countries
The poet will arrive in Paris in May.	Поэт приедет в Париж в мае.	-	Talk about countries
At the end of the street, there is an Italian cafe.	В конце улицы находится итальянское кафе.	-	Talk about countries
These seagulls live in England.	Эти чайки водятся в Англии.	-	Talk about countries
Poland is a country in Europe.	Польша — страна в Европе.	-	Talk about countries
I want to buy a map of Italy.	Я хочу купить карту Италии.	-	Talk about countries
Mark is French, but he lives in Canada.	Марк — француз, но он живёт в Канаде.	-	Talk about countries
Kazakhstan	Казахстан	-	Talk about countries
Did your parents like London?	Твоим родителям понравился Лондон?	-	Talk about countries
My friend is going to Japan.	Мой друг едет в Японию.	-	Talk about countries
Where is the international airport?	Где международный аэропорт?	-	Talk about countries
vase	ваза	-	Describe your home
rug	ковёр	-	Describe your home
food	еда	-	Describe your home
We rent a room.	Мы снимаем комнату.	-	Describe your home
a wooden floor	деревянный пол	-	Describe your home
First, we need to find the corridor.	Сначала нам надо найти коридор.	-	Describe your home
The couch stands near the wall.	Диван стоит около стены.	-	Describe your home
First buy a vase, and then the flowers.	Сначала купи вазу, а потом цветы.	-	Describe your home
This elevator does not work.	Этот лифт не работает.	-	Describe your home
This store has a lot of good furniture.	В этом магазине много хорошей мебели.	-	Describe your home
Do you listen to classical music?	Ты слушаешь классическую музыку?	-	Describe your home
There is an old wooden house on this street.	На этой улице есть старый деревянный дом.	-	Describe your home
The elevator has green walls.	В лифте зелёные стены.	-	Describe your home
A heavy wardrobe stands by the wall.	У стены стоит тяжёлый шкаф.	-	Describe your home
The blue table is not heavy.	Синий стол не тяжёлый.	-	Describe your home
The wardrobe stands by the window.	Шкаф стоит у окна.	-	Describe your home
The squirrel is on the roof.	Белка на крыше.	-	Describe your home
Can you turn off the music?	Ты можешь выключить музыку?	-	Describe your home
Be quiet, mice, the cat is on the roof!	Тише, мыши, кот на крыше!	-	Describe your home
We bought an old vase and three books.	Мы купили старую вазу и три книги.	-	Describe your home
I bought green slippers.	Я купил зелёные тапочки.	-	Describe your home
Women were selling yellow shoes.	Женщины продавали жёлтые туфли.	-	Describe your home
Yellow flowers were in the white vase.	Жёлтые цветы были в белой вазе.	-	Describe your home
A child is drawing on the wall.	Ребёнок рисует на стене.	-	Describe your home
There's a large mirror hanging on the wall.	На стене висит большое зеркало.	-	Describe your home
There were two armchairs in the room.	В комнате было два кресла.	-	Describe your home
There is a door at the end of the corridor.	В конце коридора есть дверь.	-	Describe your home
Your suit is hanging in the wardrobe.	Твой костюм висит в шкафу.	-	Describe your home
Don't worry!	Не беспокойтесь!	-	Use reflexive verbs
Their store opens at ten.	Их магазин открывается в десять.	-	Use reflexive verbs
The Earth moves very fast.	Земля движется очень быстро.	-	Use reflexive verbs
It's getting cold outdoors.	На улице становится холодно.	-	Use reflexive verbs
The pharmacy closes at seven.	Аптека закрывается в семь.	-	Use reflexive verbs
The car is moving quickly.	Машина двигается быстро.	-	Use reflexive verbs
Yesterday my favorite restaurant closed down.	Вчера закрылся мой любимый ресторан.	-	Use reflexive verbs
It usually gets chilly at the end of September.	В конце сентября обычно становится прохладно.	-	Use reflexive verbs
Winter is coming!	Зима приближается!	-	Use reflexive verbs
Do you cook by yourself?	Ты готовишь сам?	-	Use reflexive verbs
Our secretary rarely laughed.	Наш секретарь редко смеялся.	-	Use reflexive verbs
Our office opens at seven in the morning.	Наш офис открывается в семь утра.	-	Use reflexive verbs
Are you shaving now?	Вы сейчас бреетесь?	-	Use reflexive verbs
The director is dressing.	Директор одевается.	-	Use reflexive verbs
I was born in America.	Я родилась в Америке.	-	Use reflexive verbs
Summer starts in June.	Лето начинается в июне.	-	Use reflexive verbs
My grandfather is afraid of dogs.	Мой дедушка боится собак.	-	Use reflexive verbs
Where are onions sold?	Где продаётся лук?	-	Use reflexive verbs
Potatoes are sold over there.	Картошка продаётся вон там.	-	Use reflexive verbs
Do you feel well?	Вы себя хорошо чувствуете?	-	Use reflexive verbs
I am riding a bicycle.	Я катаюсь на велосипеде.	-	Use reflexive verbs
My husband is shaving.	Мой муж бреется.	-	Use reflexive verbs
Clothes are sold in the store.	В магазине продаётся одежда.	-	Use reflexive verbs
The husband and wife often argue.	Муж и жена часто ссорятся.	-	Use reflexive verbs
cold	холодный	-	Discuss your week
Does he work on Sundays?	Он работает по воскресеньям?	-	Discuss your week
You make hot chocolate so well!	Ты так хорошо делаешь горячий шоколад!	-	Discuss your week
I am studying until June.	Я учусь до июня.	-	Discuss your week
Yesterday we got up very early.	Вчера мы встали очень рано.	-	Discuss your week
By Thursday I need to write a new story.	До четверга мне нужно написать новый рассказ.	-	Discuss your week
He has to write the article by Monday.	Он должен написать статью к понедельнику.	-	Discuss your week
Wednesday is the third day of the week.	Среда — третий день недели.	-	Discuss your week
June is the first month of summer.	Июнь — первый месяц лета.	-	Discuss your week
My parents will be home in three days.	Мои родители будут дома через три дня.	-	Discuss your week
Where were you the day before yesterday?	Где вы были позавчера?	-	Discuss your week
I talked about this book the day before yesterday.	Я говорил об этой книге позавчера.	-	Discuss your week
Wait until six in the evening.	Подожди до шести вечера.	-	Discuss your week
The day after tomorrow will be Sunday.	Послезавтра будет воскресенье.	-	Discuss your week
I had breakfast two hours ago.	Я завтракал два часа назад.	-	Discuss your week
I received your letter four days ago.	Я получил твоё письмо четыре дня назад.	-	Discuss your week
Spring has come!	Весна пришла!	-	Discuss your week
He studies till six in the evening.	Он учится до шести вечера.	-	Discuss your week
cold wind	холодный ветер	-	Discuss your week
Wait until summer.	Подожди до лета.	-	Discuss your week
My dad often comes home after ten p.m.	Мой папа часто приходит домой после десяти вечера.	-	Discuss your week
on Tuesday	во вторник	-	Discuss your week
Tuesday is the second day of the week.	Вторник — второй день недели.	-	Discuss your week
Look!	Смотри!	-	Tell others what to do
Please write with a pencil.	Пожалуйста, пишите карандашом.	-	Tell others what to do
Put the hat on, it's cold here.	Наденьте шапку, тут холодно.	-	Tell others what to do
Take the cat and go right.	Возьми кошку и иди направо.	-	Tell others what to do
Walk fast, we have no time.	Идите быстро, у нас нет времени.	-	Tell others what to do
Please take the box with books.	Возьми, пожалуйста, коробку с книгами.	-	Tell others what to do
Take the plates off the table, please.	Возьмите со стола тарелки, пожалуйста.	-	Tell others what to do
Take the textbooks and put them into the box.	Возьмите учебники и положите их в коробку.	-	Tell others what to do
Go to the right.	Иди направо.	-	Tell others what to do
Walk straight ahead, then left.	Идите прямо, потом налево.	-	Tell others what to do
Watch only German films.	Смотрите только немецкие фильмы.	-	Tell others what to do
Go to Mom's room and put the clothes there.	Иди в комнату мамы и положи одежду там.	-	Tell others what to do
Put an overcoat on.	Надень пальто.	-	Tell others what to do
Take the cup, please.	Возьми, пожалуйста, чашку.	-	Tell others what to do
museum	музей	-	Get around town
France	Франция	-	Get around town
beach	пляж	-	Get around town
The children ran to the park.	Дети побежали в парк.	-	Get around town
Mark is swimming to the middle of the lake.	Марк плывёт на середину озера.	-	Get around town
Victor went to the movies.	Виктор пошёл в кино.	-	Get around town
No, they went to Berlin.	Нет, они поехали в Берлин.	-	Get around town
Go left, the pond is there.	Идите налево, пруд там.	-	Get around town
Do you go to the movies often?	Ты часто ходишь в кино?	-	Get around town
He turned left.	Он повернул налево.	-	Get around town
We ran to school.	Мы побежали в школу.	-	Get around town
Children wanted to run to the park.	Дети хотели бежать в парк.	-	Get around town
She is going back to France.	Она едет назад во Францию.	-	Get around town
a train from Russia to France	поезд из России во Францию	-	Get around town
I was quickly swimming to the middle of the pond.	Я быстро плыла на середину пруда.	-	Get around town
The duck is swimming south.	Утка плывёт на юг.	-	Get around town
We went to this school.	Мы ходили в эту школу.	-	Get around town
You are going by taxi.	Вы едете в такси.	-	Get around town
Does your boy go to school?	Ваш мальчик ходит в школу?	-	Get around town
On the left is a famous museum.	Слева известный музей.	-	Get around town
There are many people at the beach.	На пляже много людей.	-	Get around town
Fish swim in the pond.	В пруду плавает рыба.	-	Get around town
She turned right.	Она повернула направо.	-	Get around town
There are a lot of frogs in this pond.	В этом пруду много лягушек.	-	Get around town
I was slowly walking down the highway.	Я медленно шёл по шоссе.	-	Get around town
We swim badly.	Мы плохо плаваем.	-	Get around town
There is no stop here.	Здесь нет остановки.	-	Describe cities
corner	угол	-	Describe cities
The cook has a big bowl.	У повара большая миска.	-	Describe cities
the city center	центр города	-	Describe cities
The bathroom is on the other floor.	Туалет на другом этаже.	-	Describe cities
At night our store is usually closed.	Ночью наш магазин обычно закрыт.	-	Describe cities
Near us, there is a hotel and a railway.	Рядом с нами гостиница и железная дорога.	-	Describe cities
cook	повар	-	Describe cities
Tomorrow I am busy, but I am free today.	Завтра я занят, а сегодня свободен.	-	Describe cities
What did you buy at the supermarket?	Что ты купила в супермаркете?	-	Describe cities
This square is in the center of the city.	Эта площадь находится в центре города.	-	Describe cities
The railway is a long way from the bridge.	Железная дорога далеко от моста.	-	Describe cities
I see the railway but where is the station?	Я вижу железную дорогу, но где станция?	-	Describe cities
Why is the station closed?	Почему станция закрыта?	-	Describe cities
Are you on our side?	Вы на нашей стороне?	-	Describe cities
This hotel is in the center of the city.	Эта гостиница находится в центре города.	-	Describe cities
His sons are working at a different company.	Его сыновья работают в другой компании.	-	Describe cities
My husband is Chinese.	Мой муж — китаец.	-	Describe cities
There are no hotels here.	Здесь нет гостиниц.	-	Describe cities
I love the cafe on the square.	Я люблю кафе на площади.	-	Describe cities
There are two stops near this square.	Возле этой площади две остановки.	-	Describe cities
We walk on the square.	Мы гуляем по площади.	-	Describe cities
on this square	на этой площади	-	Describe cities
Don't sit on the bee.	Не садись на пчелу.	-	Give commands
Draw everything you saw.	Нарисуйте всё, что вы видели.	-	Give commands
Swim together!	Плавайте вместе!	-	Give commands
Swim every day.	Плавай каждый день.	-	Give commands
Do not drink this water.	Не пей эту воду.	-	Give commands
Let me read this message!	Дай мне прочитать это сообщение!	-	Give commands
Don't drink so much coffee.	Не пей так много кофе.	-	Give commands
Eat, please.	Ешьте, пожалуйста.	-	Give commands
Yes, read slowly.	Да, читайте медленно.	-	Give commands
Think about me more often.	Думайте обо мне чаще.	-	Give commands
Drink more juice, and everything will be fine.	Пейте больше сока, и всё будет хорошо.	-	Give commands
Be at home the day after tomorrow.	Будьте послезавтра дома.	-	Give commands
Pay attention during the test.	Будь внимателен на контрольной.	-	Give commands
Get off my cat, please.	Встаньте, пожалуйста, с моей кошки.	-	Give commands
Do you have anything tasty?	У вас есть что-нибудь вкусное?	-	Use relative clauses
sad	грустно	-	Use relative clauses
They differ.	Они отличаются.	-	Use relative clauses
This is a big secret, don't tell anyone.	Это большой секрет, никому не говори.	-	Use relative clauses
Her novels are not sold anywhere.	Её романы не продают нигде.	-	Use relative clauses
Nobody is waiting for me anywhere.	Никто меня нигде не ждёт.	-	Use relative clauses
Yes, exactly.	Да, точно.	-	Use relative clauses
No one saw me.	Меня никто не видел.	-	Use relative clauses
He was thinking about something and smiling.	Он о чём-то думал и улыбался.	-	Use relative clauses
I don't know the name of the composer who wrote this music.	Я не знаю имя композитора, который написал эту музыку.	-	Use relative clauses
Give me some food.	Дай мне какой-нибудь еды.	-	Use relative clauses
Buy us some bread.	Купи нам какого-нибудь хлеба.	-	Use relative clauses
The one who likes coffee will like our cafe.	Тому, кто любит кофе, понравится наше кафе.	-	Use relative clauses
Where is the milk that was in the fridge?	Где молоко, которое было в холодильнике?	-	Use relative clauses
I am sad because you are far away.	Мне грустно, потому что ты далеко.	-	Use relative clauses
What he said is very good.	То, что он сказал, очень хорошо.	-	Use relative clauses
computer	компьютер	-	Discuss technology
a light chair	лёгкий стул	-	Discuss technology
motorcycle	мотоцикл	-	Discuss technology
Yesterday he bought two lamps.	Вчера он купил две лампы.	-	Discuss technology
light	свет	-	Discuss technology
What is in this envelope?	Что в этом конверте?	-	Discuss technology
public transportation	общественный транспорт	-	Discuss technology
It is a train, it does not need gas.	Это поезд, ему не нужен бензин.	-	Discuss technology
All of the photographs are already on the thumb drive.	Все фотографии уже на флешке.	-	Discuss technology
In winter grandmother used the balcony as a refrigerator.	Зимой бабушка использовала балкон как холодильник.	-	Discuss technology
Put the kettle on, please.	Включи чайник, пожалуйста.	-	Discuss technology
a mobile phone	мобильный телефон	-	Discuss technology
Please turn off the TV.	Выключи телевизор, пожалуйста.	-	Discuss technology
Where are the stairs leading to the third floor?	Где лестница на третий этаж?	-	Discuss technology
Maria is going to see me in two days.	Мария увидит меня через два дня.	-	Talk about the future
First let her drink some water.	Пусть сначала выпьет воды.	-	Talk about the future
You are going to fall!	Ты упадёшь!	-	Talk about the future
Tomorrow we will go to the park.	Завтра мы пойдём в парк.	-	Talk about the future
Victoria will to do the job and get the money.	Виктория сделает работу и получит деньги.	-	Talk about the future
I will drink the juice, and then the tea.	Я выпью сок, а потом чай.	-	Talk about the future
Found it!	Нашёл!	-	Talk about the future
I found your key.	Я нашла твой ключ.	-	Talk about the future
Tomorrow we will find out how to do it.	Завтра мы узнаем как это делать.	-	Talk about the future
I think that Yulia will tell the truth.	Я думаю, что Юлия скажет правду.	-	Talk about the future
I'll tell you everything I know about it.	Я скажу вам всё, что знаю об этом.	-	Talk about the future
I will order fish and salad for lunch.	На обед я закажу рыбу и салат.	-	Talk about the future
Tomorrow I will start reading a new book.	Завтра я начну читать новую книгу.	-	Talk about the future
Which professions do you like?	Какие профессии тебе нравятся?	-	Discuss career plans
volleyball	волейбол	-	Discuss career plans
waiter	официант	-	Discuss career plans
Boris is a waiter.	Борис — официант.	-	Discuss career plans
scientist	учёный	-	Discuss career plans
Anton wants to become a programmer.	Антон хочет стать программистом.	-	Discuss career plans
Do you want to become an artist?	Ты хочешь стать художником?	-	Discuss career plans
Her son wants to become a lawyer.	Её сын хочет стать юристом.	-	Discuss career plans
What is she working as, a translator or a programmer?	Кем она работает, переводчиком или программистом?	-	Discuss career plans
Nice to meet you!	Приятно познакомиться!	-	Discuss career plans
No, I am not interested in soccer.	Нет, я не интересуюсь футболом.	-	Discuss career plans
I am not interested in soccer anymore.	Я больше не интересуюсь футболом.	-	Discuss career plans
Yes, Mark is interested in soccer too.	Да, Марк тоже интересуется футболом.	-	Discuss career plans
This lawyer is here already.	Этот юрист уже здесь.	-	Discuss career plans
My daughter likes Italian art.	Моя дочь любит итальянское искусство.	-	Discuss career plans
Our manager was previously an engineer.	Наш менеджер раньше был инженером.	-	Discuss career plans
My brother wants to become a journalist.	Мой брат хочет стать журналистом.	-	Discuss career plans
Dima wants to become a journalist.	Дима хочет стать журналистом.	-	Discuss career plans
The main translator worked as a journalist in the past.	Главный переводчик работал журналистом в прошлом.	-	Discuss career plans
Our company needs a new partner.	Нашей компании нужен новый партнёр.	-	Discuss career plans
Usually historians read a lot of books.	Историки обычно читают много книг.	-	Discuss career plans
They sing and play music for money.	Они поют и играют музыку за деньги.	-	Discuss career plans
Mark sings but he is not a musician.	Марк поёт, но он не музыкант.	-	Discuss career plans
We often talk about volleyball.	Мы часто говорим о волейболе.	-	Discuss career plans
Ivan came to an agreement with the owner of the apartment.	Иван договорился с хозяином квартиры.	-	Discuss career plans
the main director	главный режиссёр	-	Discuss career plans
I previously worked as a translator.	Я раньше работала переводчиком.	-	Discuss career plans
I already came to an agreement with him.	Я уже с ним договорился.	-	Discuss career plans
A programmer can be an artist.	Программист может быть художником.	-	Discuss career plans
boots	ботинки	-	Discuss placing things
A sheet of paper lies on the desk.	На столе лежит лист бумаги.	-	Discuss placing things
paper	бумага	-	Discuss placing things
The schedule is hanging upside down.	Расписание висит вверх ногами.	-	Discuss placing things
Usually I stand when I talk on the phone.	Обычно я стою, когда говорю по телефону.	-	Discuss placing things
umbrella	зонт	-	Discuss placing things
Let me sit here.	Дай мне сесть сюда.	-	Discuss placing things
Hang the shirt on a chair.	Повесь рубашку на стул.	-	Discuss placing things
The portrait is hanging right behind you.	Портрет висит прямо за тобой.	-	Discuss placing things
We will put the chair right here.	Мы поставим стул прямо сюда.	-	Discuss placing things
This shelf is very expensive.	Эта полка очень дорогая.	-	Discuss placing things
Hang the map of the subway here.	Повесь карту метро сюда.	-	Discuss placing things
Who will put flowers in the vase?	Кто поставит цветы в вазу?	-	Discuss placing things
I don't know where to hang these portraits.	Я не знаю, куда повесить эти портреты.	-	Discuss placing things
Take the dictionary from the shelf.	Возьми словарь с полки.	-	Discuss placing things
Boris bought apples and put them into the bag.	Борис купил яблоки и положил их в сумку.	-	Discuss placing things
cake	торт	-	Talk about dessert
a fresh apple	свежее яблоко	-	Talk about dessert
lemon	лимон	-	Talk about dessert
stove	плита	-	Talk about dessert
The lemon is not sweet.	Лимон не сладкий.	-	Talk about dessert
Excuse me, are these bags free?	Извините, эти пакеты бесплатные?	-	Talk about dessert
How much does this bag cost?	Сколько стоит этот пакет?	-	Talk about dessert
My daughter is drinking sweet tea.	Моя дочка пьёт сладкий чай.	-	Talk about dessert
a kilogram of meat	килограмм мяса	-	Talk about dessert
the fat cook	толстый повар	-	Talk about dessert
The porridge is warmer than the soup.	Каша теплее супа.	-	Talk about dessert
Maria eats tomatoes every day.	Мария ест помидоры каждый день.	-	Talk about dessert
We have just bought a kilogram of candy.	Мы только что купили килограмм конфет.	-	Talk about dessert
a yellow paper bag	пакет из жёлтой бумаги	-	Talk about dessert
The vendor is showing him fruit.	Продавец показывает ему фрукты.	-	Talk about dessert
The vendor said that the onions are fresh.	Продавец сказал, что лук свежий.	-	Talk about dessert
My uncle is very fat.	Мой дядя очень толстый.	-	Talk about dessert
a bottle of sauce	бутылка  соуса	-	Talk about dessert
a thin girl	худая девушка	-	Talk about dessert
a fresh lemon	свежий лимон	-	Talk about dessert
Sugar is sweet.	Сахар сладкий.	-	Talk about dessert
two kilograms	два килограмма	-	Talk about dessert
I am washing apples and tomatoes.	Я мою яблоки и помидоры.	-	Talk about dessert
